Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Álex Abrines\abrinal01,SG,25,OKC,31,2,588,3.4,9.6,.357,2.5,7.8,.323,0.9,1.8,.500,0.7,0.8,.923,0.3,2.6,2.9,1.2,1.0,0.4,0.9,3.2,10.1
2,Quincy Acy\acyqu01,PF,28,PHO,10,0,123,1.2,5.3,.222,0.6,4.4,.133,0.6,0.9,.667,2.0,2.9,.700,0.9,6.4,7.3,2.3,0.3,1.2,1.2,7.0,5.0
3,Jaylen Adams\adamsja01,PG,22,ATL,34,1,428,3.2,9.3,.345,2.1,6.2,.338,1.1,3.0,.361,0.6,0.8,.778,0.9,4.1,5.0,5.5,1.2,0.4,2.4,3.8,9.1
4,Steven Adams\adamsst01,C,25,OKC,80,80,2669,6.5,10.9,.595,0.0,0.0,.000,6.5,10.9,.596,2.0,3.9,.500,5.3,5.0,10.3,1.7,1.6,1.0,1.8,2.8,14.9
5,Bam Adebayo\adebaba01,C,21,MIA,82,28,1913,5.3,9.1,.576,0.1,0.3,.200,5.2,8.9,.588,3.1,4.3,.735,3.1,8.1,11.2,3.5,1.3,1.2,2.3,3.8,13.7
6,Deng Adel\adelde01,SF,21,CLE,19,3,194,2.0,6.7,.306,1.1,4.3,.261,0.9,2.4,.385,0.7,0.7,1.000,0.6,3.0,3.5,0.9,0.2,0.7,1.1,2.4,5.9
7,DeVaughn Akoon-Purcell\akoonde01,SG,25,DEN,7,0,22,4.9,16.4,.300,0.0,6.5,.000,4.9,9.8,.500,1.6,3.3,.500,1.6,4.9,6.5,9.8,3.3,0.0,3.3,6.5,11.5
8,LaMarcus Aldridge\aldrila01,C,33,SAS,81,81,2687,9.2,17.7,.519,0.1,0.6,.238,9.0,17.1,.528,4.7,5.5,.847,3.4,6.6,10.0,2.6,0.6,1.4,1.9,2.4,23.1
9,Rawle Alkins\alkinra01,SG,21,CHI,10,1,120,3.9,11.7,.333,0.9,3.6,.250,3.0,8.1,.370,2.4,3.6,.667,3.3,4.5,7.8,3.9,0.3,0.0,2.4,2.1,11.1
10,Grayson Allen\allengr01,SG,23,UTA,38,2,416,5.8,15.4,.376,2.8,8.6,.323,3.0,6.8,.443,3.9,5.2,.750,0.3,1.7,2.0,2.2,0.5,0.5,2.9,4.1,18.3
11,Jarrett Allen\allenja01,C,20,BRK,80,80,2096,5.8,9.8,.590,0.1,0.8,.133,5.7,9.0,.629,3.4,4.8,.709,3.3,8.3,11.5,1.9,0.7,2.1,1.8,3.2,15.0
12,Kadeem Allen\allenka01,PG,26,NYK,19,1,416,5.6,12.2,.461,1.5,3.1,.472,4.2,9.1,.457,3.6,4.7,.778,0.7,3.7,4.4,6.6,1.4,0.3,2.3,4.0,16.4
13,Al-Farouq Aminu\aminual01,PF,28,POR,81,81,2292,4.0,9.3,.433,1.5,4.4,.343,2.5,4.9,.514,2.4,2.7,.867,1.8,7.8,9.6,1.6,1.1,0.5,1.1,2.2,11.9
14,Justin Anderson\anderju01,SF,25,ATL,48,4,463,5.0,12.2,.408,1.9,6.0,.312,3.1,6.2,.500,2.0,2.7,.743,1.9,4.7,6.5,1.8,1.7,1.0,1.8,3.7,13.8
15,Kyle Anderson\anderky01,SF,25,MEM,43,40,1281,4.2,7.8,.543,0.3,1.0,.265,4.0,6.8,.583,1.0,1.8,.578,1.3,5.7,7.1,3.6,1.5,1.0,1.6,3.1,9.7
16,Ryan Anderson\anderry01,PF,30,TOT,25,8,322,2.3,7.7,.304,1.0,4.5,.225,1.3,3.2,.414,1.3,1.8,.750,2.0,4.0,6.0,2.1,0.4,0.1,1.6,2.8,7.0
17,Ryan Anderson\anderry01,PF,30,PHO,15,8,278,2.5,7.8,.317,0.9,4.4,.206,1.6,3.4,.462,1.4,1.8,.786,1.8,4.0,5.8,2.2,0.4,0.1,1.6,3.0,7.3
18,Ryan Anderson\anderry01,PF,30,MIA,10,0,44,1.6,7.4,.222,1.6,4.9,.333,0.0,2.5,.000,0.8,1.6,.500,3.3,4.1,7.4,1.6,0.8,0.0,1.6,1.6,5.7
19,Ike Anigbogu\anigbik01,C,20,IND,3,0,6,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,6.0,12.0,18.0,6.0,0.0,6.0,6.0,0.0,0.0
20,Giannis Antetokounmpo\antetgi01,PF,24,MIL,72,72,2358,11.0,19.0,.578,0.8,3.1,.256,10.2,15.9,.641,7.6,10.5,.729,2.4,11.3,13.7,6.5,1.4,1.7,4.1,3.5,30.4
21,Kostas Antetokounmpo\antetko01,PF,21,DAL,2,0,11,0.0,9.8,.000,0.0,0.0,,0.0,9.8,.000,6.5,13.1,.500,0.0,3.3,3.3,0.0,6.5,0.0,3.3,0.0,6.5
22,Carmelo Anthony\anthoca01,PF,34,HOU,10,2,294,6.0,14.8,.405,2.6,7.8,.328,3.4,7.0,.491,1.8,2.7,.682,1.1,5.5,6.6,0.6,0.5,0.9,1.0,3.9,16.4
23,OG Anunoby\anunoog01,SF,21,TOR,67,6,1352,4.9,10.8,.453,1.8,5.4,.332,3.1,5.4,.574,1.0,1.7,.581,1.5,3.7,5.2,1.3,1.2,0.6,1.5,3.7,12.5
24,Ryan Arcidiacono\arcidry01,PG,24,CHI,81,32,1961,3.4,7.7,.447,1.5,4.0,.373,1.9,3.7,.527,1.6,1.9,.873,0.5,3.5,4.0,4.9,1.2,0.1,1.2,3.1,10.0
25,Trevor Ariza\arizatr01,SF,33,TOT,69,69,2349,4.5,11.3,.399,2.2,6.7,.334,2.3,4.6,.493,2.0,2.5,.793,0.8,4.9,5.7,3.9,1.4,0.3,1.6,2.0,13.2
26,Trevor Ariza\arizatr01,SF,33,PHO,26,26,884,3.5,9.2,.379,2.0,5.7,.360,1.5,3.6,.409,1.5,1.8,.837,0.7,5.3,5.9,3.5,1.5,0.3,1.6,1.8,10.5
27,Trevor Ariza\arizatr01,SF,33,WAS,43,43,1465,5.1,12.5,.409,2.3,7.2,.322,2.8,5.3,.528,2.3,3.0,.777,0.8,4.7,5.6,4.1,1.3,0.3,1.6,2.1,14.9
28,D.J. Augustin\augusdj01,PG,31,ORL,81,81,2269,5.0,10.7,.470,2.1,4.9,.421,3.0,5.8,.511,2.9,3.3,.866,0.7,2.6,3.2,6.8,0.8,0.1,2.0,1.8,15.0
29,Deandre Ayton\aytonde01,C,20,PHO,71,70,2183,8.4,14.3,.585,0.0,0.1,.000,8.4,14.3,.588,2.3,3.1,.746,3.7,8.3,12.0,2.1,1.0,1.1,2.1,3.4,19.1
30,Dwayne Bacon\bacondw01,SG,23,CHO,43,13,759,5.8,12.2,.475,1.8,4.1,.437,4.0,8.1,.494,1.6,2.2,.739,0.4,3.8,4.2,2.2,0.6,0.2,0.9,3.4,15.0
31,Marvin Bagley III\baglema01,PF,19,SAC,62,4,1567,8.2,16.2,.504,0.7,2.2,.313,7.5,14.0,.534,4.2,6.0,.691,3.7,7.1,10.8,1.4,0.8,1.4,2.3,2.8,21.2
32,Ron Baker\bakerro01,SG,25,TOT,15,0,152,0.9,4.7,.200,0.2,3.1,.077,0.7,1.7,.429,1.2,1.4,.833,0.2,2.4,2.6,3.6,1.4,0.2,1.2,4.3,3.3
33,Ron Baker\bakerro01,SG,25,NYK,11,0,107,1.3,5.4,.250,0.3,3.0,.111,1.0,2.4,.429,1.7,2.0,.833,0.3,2.0,2.4,4.4,1.7,0.0,1.0,5.4,4.7
34,Ron Baker\bakerro01,SG,25,WAS,4,0,45,0.0,3.2,.000,0.0,3.2,.000,0.0,0.0,,0.0,0.0,,0.0,3.2,3.2,1.6,0.8,0.8,1.6,1.6,0.0
35,Wade Baldwin\baldwwa01,PG,22,POR,16,0,94,3.8,12.6,.303,0.8,3.4,.222,3.1,9.2,.333,3.1,4.2,.727,0.8,5.0,5.7,4.6,0.4,0.8,5.4,4.2,11.5
36,Lonzo Ball\balllo01,PG,21,LAL,47,45,1423,4.7,11.5,.406,1.9,5.8,.329,2.8,5.8,.482,0.5,1.2,.417,1.4,5.0,6.3,6.5,1.7,0.5,2.6,2.9,11.8
37,Mo Bamba\bambamo01,C,20,ORL,47,1,766,5.5,11.4,.481,1.0,3.3,.300,4.5,8.1,.555,1.7,3.0,.587,3.0,7.9,11.0,1.8,0.6,3.0,2.0,4.8,13.7
38,J.J. Barea\bareajo01,PG,34,DAL,38,0,752,7.7,18.4,.418,1.8,6.1,.297,5.9,12.3,.479,2.6,3.7,.705,0.6,3.9,4.5,10.1,1.1,0.0,3.4,2.4,19.9
39,Harrison Barnes\barneha02,PF-SF,26,TOT,77,77,2533,6.1,14.6,.420,2.5,6.3,.395,3.7,8.3,.439,3.3,4.0,.824,0.8,4.3,5.1,1.6,0.7,0.2,1.4,1.7,18.0
40,Harrison Barnes\barneha02,PF,26,DAL,49,49,1584,6.6,16.3,.404,2.7,7.1,.389,3.8,9.2,.416,3.7,4.5,.833,0.8,3.9,4.7,1.4,0.7,0.2,1.5,1.8,19.7
41,Harrison Barnes\barneha02,SF,26,SAC,28,28,949,5.3,11.8,.455,2.0,4.9,.408,3.3,6.8,.489,2.4,3.0,.800,0.8,5.0,5.8,2.0,0.6,0.1,1.1,1.6,15.1
42,Will Barton\bartowi01,SF,28,DEN,43,38,1189,5.6,13.9,.402,2.0,5.9,.342,3.6,8.0,.447,1.7,2.2,.770,1.0,5.1,6.0,3.8,0.5,0.7,2.0,2.5,15.0
43,Keita Bates-Diop\bateske01,SF,23,MIN,30,3,503,4.3,10.2,.423,0.9,3.7,.250,3.4,6.4,.522,1.3,2.0,.643,1.1,4.8,5.9,1.2,1.3,1.0,1.0,2.1,10.8
44,Nicolas Batum\batumni01,SF,30,CHO,75,72,2354,3.9,8.6,.450,1.8,4.6,.389,2.1,4.0,.519,1.2,1.4,.865,1.1,4.9,6.0,3.8,1.1,0.7,1.8,2.1,10.7
45,Jerryd Bayless\bayleje01,PG,30,MIN,34,6,657,4.5,12.6,.357,1.6,5.4,.296,2.9,7.2,.402,0.9,1.5,.571,0.6,2.8,3.4,6.5,1.0,0.1,1.8,3.1,11.5
46,Aron Baynes\baynear01,C,32,BOS,51,18,821,4.6,9.8,.471,0.9,2.7,.344,3.7,7.1,.519,2.3,2.7,.855,3.9,6.7,10.5,2.5,0.5,1.5,1.8,5.5,12.5
47,Kent Bazemore\bazemke01,SG,29,ATL,67,35,1643,6.1,15.1,.402,2.1,6.6,.320,4.0,8.6,.465,2.8,3.8,.726,0.8,4.9,5.7,3.3,2.0,0.9,2.7,3.7,17.1
48,Bradley Beal\bealbr01,SG,25,WAS,82,82,3028,9.1,19.1,.475,2.5,7.1,.351,6.6,12.0,.548,4.3,5.3,.808,1.1,3.8,4.9,5.3,1.4,0.7,2.7,2.7,25.0
49,Malik Beasley\beaslma01,SG,22,DEN,81,18,1879,6.7,14.1,.474,3.1,7.8,.402,3.6,6.4,.560,1.1,1.3,.848,0.7,3.2,3.8,1.9,1.1,0.2,1.1,2.2,17.6
50,Michael Beasley\beaslmi01,PF,30,LAL,26,2,277,9.7,19.9,.490,0.4,2.2,.176,9.4,17.7,.529,3.6,5.1,.718,1.7,6.1,7.8,3.2,1.2,1.3,3.5,5.5,23.5
51,Marco Belinelli\belinma01,SG,32,SAS,79,1,1815,5.7,13.7,.413,2.9,7.8,.372,2.7,5.9,.468,2.2,2.5,.903,0.3,3.6,3.9,2.6,0.7,0.2,1.4,2.4,16.4
52,Jordan Bell\belljo01,C,24,GSW,68,3,788,4.5,8.8,.516,0.0,0.1,.000,4.5,8.7,.521,1.1,1.9,.610,2.5,5.9,8.4,3.5,0.9,2.3,1.9,3.7,10.2
53,DeAndre' Bembry\bembrde01,SG,24,ATL,82,15,1931,5.1,11.5,.446,0.9,3.2,.289,4.2,8.3,.508,1.6,2.5,.640,1.0,5.7,6.7,3.8,2.0,0.8,2.6,3.5,12.8
54,Dragan Bender\bendedr01,PF,21,PHO,46,27,826,3.8,8.6,.447,1.0,4.4,.218,2.9,4.2,.688,1.4,2.4,.593,1.5,6.5,8.0,2.4,0.8,1.0,1.6,3.9,10.0
55,Dairis Bertāns\bertada02,SG,29,NOP,12,0,167,2.6,10.1,.255,2.2,7.3,.294,0.4,2.8,.154,0.0,0.0,,0.4,1.5,1.9,2.2,0.2,0.0,0.4,1.5,7.3
56,Dāvis Bertāns\bertada01,PF,26,SAS,76,12,1632,4.5,10.0,.450,3.2,7.5,.429,1.3,2.5,.513,1.2,1.3,.883,0.5,5.3,5.8,2.2,0.8,0.7,0.9,2.9,13.4
57,Patrick Beverley\beverpa01,PG,30,LAC,78,49,2137,3.3,8.0,.407,1.9,4.8,.397,1.4,3.3,.421,1.6,2.1,.780,1.3,5.3,6.5,5.1,1.1,0.7,1.4,4.5,10.0
58,Khem Birch\birchkh01,C,26,ORL,50,1,643,5.1,8.5,.603,0.0,0.1,.000,5.1,8.4,.607,3.2,4.6,.699,4.4,6.2,10.6,2.1,1.0,1.6,1.1,4.0,13.4
59,Bismack Biyombo\biyombi01,C,26,CHO,54,32,783,4.1,7.2,.571,0.0,0.0,,4.1,7.2,.571,2.7,4.2,.637,3.7,7.6,11.4,1.5,0.5,1.9,1.6,4.7,10.9
60,Nemanja Bjelica\bjeline01,PF,30,SAC,77,70,1788,5.7,11.9,.479,2.1,5.2,.401,3.6,6.8,.539,1.4,1.9,.761,2.5,6.4,8.9,3.0,1.1,1.1,1.7,4.0,14.9
61,Antonio Blakeney\blakean01,SG,22,CHI,57,3,829,7.2,17.2,.419,1.6,4.0,.396,5.6,13.2,.426,2.2,3.3,.658,0.3,4.3,4.6,1.8,0.5,0.4,1.5,1.8,18.2
62,Eric Bledsoe\bledser01,PG,29,MIL,78,78,2272,7.4,15.4,.484,2.0,6.0,.329,5.5,9.4,.582,2.8,3.7,.750,1.3,4.4,5.7,6.8,1.8,0.5,2.6,2.5,19.7
63,Jaron Blossomgame\blossja01,SF,25,CLE,27,4,439,3.9,8.7,.443,0.8,3.2,.256,3.0,5.5,.552,0.8,1.1,.769,2.1,5.9,8.0,1.1,0.6,0.7,0.9,1.6,9.3
64,Bogdan Bogdanović\bogdabo01,SG,26,SAC,70,17,1947,6.7,16.0,.418,2.5,6.9,.360,4.2,9.1,.462,2.5,3.0,.827,0.7,3.8,4.5,4.9,1.3,0.3,2.2,2.6,18.3
65,Bojan Bogdanović\bogdabo02,SF,29,IND,81,81,2573,7.3,14.7,.497,2.3,5.4,.425,5.0,9.3,.538,3.4,4.3,.807,0.5,4.2,4.7,2.3,1.0,0.0,1.9,1.9,20.3
66,Andrew Bogut\bogutan01,C,34,GSW,11,5,134,4.8,9.7,.500,0.0,0.0,,4.8,9.7,.500,0.8,0.8,1.000,3.2,11.6,14.8,3.0,0.8,2.1,2.1,5.9,10.5
67,Jonah Bolden\boldejo01,PF,23,PHI,44,10,639,4.5,9.1,.494,1.9,5.4,.354,2.6,3.7,.697,0.7,1.5,.481,2.6,6.6,9.3,2.3,1.0,2.2,2.0,5.6,11.7
68,Isaac Bonga\bongais01,PG,19,LAL,22,0,120,1.5,9.9,.152,0.0,2.4,.000,1.5,7.5,.200,2.7,4.5,.600,2.7,4.8,7.5,4.5,2.7,1.2,1.8,2.7,5.7
69,Devin Booker\bookede01,SG,22,PHO,64,64,2242,9.4,20.2,.467,2.2,6.6,.326,7.2,13.5,.536,6.3,7.3,.866,0.6,3.6,4.3,7.0,0.9,0.2,4.2,3.2,27.3
70,Chris Boucher\bouchch01,PF,26,TOR,28,0,163,7.5,16.8,.447,2.7,8.2,.324,4.9,8.6,.564,2.9,3.3,.867,3.5,8.8,12.4,0.4,1.3,5.3,1.5,6.8,20.5
71,Avery Bradley\bradlav01,SG,28,TOT,63,63,1905,4.7,11.5,.408,1.6,4.6,.351,3.1,6.9,.446,0.8,0.9,.860,0.8,2.5,3.3,2.9,0.8,0.3,1.7,3.2,11.8
72,Avery Bradley\bradlav01,SG,28,LAC,49,49,1463,4.0,10.3,.383,1.4,4.2,.337,2.5,6.1,.415,0.5,0.6,.800,0.9,2.4,3.2,2.4,0.7,0.4,1.5,3.3,9.8
73,Avery Bradley\bradlav01,SG,28,MEM,14,14,442,7.1,15.3,.463,2.3,5.9,.384,4.8,9.4,.513,1.9,2.0,.920,0.7,2.9,3.6,4.6,1.1,0.0,2.3,2.8,18.3
74,Tony Bradley\bradlto01,C,21,UTA,3,0,36,8.0,16.0,.500,0.0,0.0,,8.0,16.0,.500,1.0,2.0,.500,9.0,6.0,15.0,1.0,2.0,2.0,3.0,6.0,17.0
75,Corey Brewer\breweco01,SF,32,TOT,31,3,492,3.9,9.0,.431,1.0,3.2,.318,2.9,5.8,.494,2.3,3.1,.721,1.9,3.7,5.6,2.9,2.3,0.5,1.4,4.6,11.0
76,Corey Brewer\breweco01,SF,32,PHI,7,3,140,5.1,12.6,.408,1.0,3.6,.286,4.1,9.0,.457,2.3,3.3,.692,1.0,3.3,4.4,2.6,3.1,0.5,2.1,4.1,13.6
77,Corey Brewer\breweco01,SF,32,SAC,24,0,352,3.4,7.6,.446,1.0,3.1,.333,2.4,4.5,.523,2.3,3.1,.733,2.3,3.8,6.0,3.0,2.0,0.5,1.1,4.8,10.0
78,Mikal Bridges\bridgmi01,SF,22,PHO,82,56,2417,3.6,8.4,.430,1.6,4.7,.335,2.0,3.7,.548,1.4,1.8,.805,0.8,3.1,3.9,2.6,1.9,0.6,1.0,3.0,10.2
79,Miles Bridges\bridgmi02,SF,20,CHO,80,25,1696,5.0,10.8,.464,1.4,4.2,.325,3.7,6.6,.553,1.2,1.6,.753,1.4,5.4,6.9,2.0,1.2,1.0,1.1,2.4,12.7
80,Isaiah Briscoe\briscis01,PG,22,ORL,39,0,559,3.5,8.9,.399,0.7,2.2,.324,2.8,6.7,.423,1.0,1.7,.577,0.3,4.4,4.8,5.6,0.7,0.1,2.0,4.3,8.8
81,Ryan Broekhoff\broekry01,SG,28,DAL,42,0,453,4.5,10.0,.452,3.0,7.4,.409,1.5,2.6,.576,1.2,1.5,.789,0.6,4.4,5.0,1.7,0.5,0.3,1.3,2.8,13.3
82,Malcolm Brogdon\brogdma01,SG,26,MIL,64,64,1832,7.4,14.7,.505,2.0,4.8,.426,5.4,9.9,.544,2.8,3.0,.928,1.3,4.4,5.7,4.0,0.9,0.3,1.8,2.0,19.7
83,Dillon Brooks\brookdi01,SF,23,MEM,18,0,330,5.3,13.3,.402,1.6,4.4,.375,3.7,8.9,.415,2.4,3.3,.733,1.0,2.4,3.4,1.7,1.1,0.4,2.1,5.5,14.7
84,MarShon Brooks\brookma01,SG,30,MEM,29,0,387,7.1,15.7,.450,1.4,5.0,.278,5.7,10.7,.530,2.1,3.1,.697,1.1,3.1,4.2,2.3,0.8,0.4,2.0,3.1,17.7
85,Bruce Brown\brownbr01,SG,22,DET,74,56,1449,3.1,7.8,.398,0.6,2.3,.258,2.5,5.5,.457,1.1,1.5,.750,1.2,3.4,4.6,2.3,1.0,0.9,1.1,4.4,7.9
86,Jaylen Brown\brownja02,SG,22,BOS,74,25,1913,6.9,14.9,.465,1.8,5.2,.344,5.1,9.7,.529,2.5,3.8,.658,1.2,4.7,5.9,1.9,1.3,0.6,1.9,3.5,18.1
87,Lorenzo Brown\brownlo01,PG,28,TOR,26,0,212,3.9,12.1,.324,1.0,4.8,.214,2.9,7.3,.395,0.5,0.5,1.000,0.8,4.4,5.3,4.8,2.0,0.8,2.7,3.7,9.3
88,Sterling Brown\brownst02,SG,23,MIL,58,7,1034,5.0,10.9,.465,1.8,5.1,.361,3.2,5.7,.558,1.0,1.5,.690,1.0,5.4,6.4,2.9,0.9,0.3,1.6,3.1,13.0
89,Troy Brown Jr.\browntr01,SF,19,WAS,52,10,730,4.8,11.5,.415,1.1,3.4,.319,3.7,8.1,.455,1.6,2.3,.681,1.7,5.4,7.2,3.9,1.0,0.2,1.5,2.8,12.2
90,Jalen Brunson\brunsja01,PG,22,DAL,73,38,1591,6.0,12.8,.467,1.4,4.1,.348,4.5,8.7,.523,2.0,2.7,.725,0.6,3.3,3.8,5.2,0.8,0.1,2.0,2.9,15.3
91,Thomas Bryant\bryanth01,C,21,WAS,72,53,1496,7.4,12.1,.616,0.8,2.4,.333,6.6,9.7,.685,2.6,3.3,.781,2.7,8.2,10.9,2.2,0.6,1.6,1.4,3.0,18.2
92,Reggie Bullock\bullore01,SG,27,TOT,63,60,1879,4.7,11.4,.412,2.8,7.5,.377,1.9,3.9,.483,1.4,1.6,.859,0.4,2.9,3.3,2.5,0.8,0.2,1.2,2.1,13.6
93,Reggie Bullock\bullore01,SG,27,DET,44,44,1355,4.8,11.7,.413,3.0,7.8,.388,1.8,3.9,.463,1.5,1.7,.875,0.5,2.7,3.3,2.9,0.6,0.1,1.4,2.1,14.2
94,Reggie Bullock\bullore01,SG,27,LAL,19,16,524,4.3,10.5,.412,2.3,6.8,.343,2.0,3.7,.537,1.2,1.4,.810,0.1,3.3,3.4,1.4,1.1,0.5,0.8,2.1,12.2
95,Trey Burke\burketr01,PG,26,TOT,58,8,1125,7.6,17.5,.431,1.8,5.1,.352,5.8,12.4,.463,3.3,4.0,.831,0.9,2.3,3.2,5.1,1.1,0.2,1.6,1.9,20.2
96,Trey Burke\burketr01,PG,26,NYK,33,7,689,7.7,18.7,.413,1.6,4.5,.349,6.2,14.2,.434,3.2,3.9,.827,0.8,2.5,3.2,4.9,1.1,0.3,1.5,1.7,20.3
97,Trey Burke\burketr01,PG,26,DAL,25,1,436,7.3,15.7,.463,2.1,6.0,.356,5.1,9.7,.530,3.4,4.0,.837,1.1,2.0,3.1,5.4,1.0,0.2,1.7,2.1,20.1
98,Alec Burks\burksal01,SG,27,TOT,64,24,1375,5.0,12.4,.405,1.6,4.4,.363,3.4,8.0,.428,3.0,3.7,.823,0.8,5.4,6.2,3.4,1.0,0.5,1.7,2.4,14.7
99,Alec Burks\burksal01,SG,27,UTA,17,0,269,6.3,15.3,.412,2.1,5.8,.372,4.1,9.5,.437,4.4,5.1,.868,0.3,3.3,3.6,2.7,0.8,0.5,2.0,2.9,19.1
100,Alec Burks\burksal01,SG,27,CLE,34,24,979,5.0,12.5,.400,1.7,4.4,.378,3.3,8.1,.412,2.9,3.6,.806,1.0,5.9,6.8,3.6,0.9,0.6,1.7,2.3,14.6
101,Alec Burks\burksal01,SG,27,SAC,13,0,127,2.6,5.7,.450,0.0,1.7,.000,2.6,4.0,.643,1.1,1.4,.800,0.6,5.7,6.2,2.8,2.3,0.3,1.1,2.0,6.2
102,Deonte Burton\burtode02,SG,25,OKC,32,0,240,5.0,12.3,.402,1.2,4.1,.296,3.7,8.2,.455,1.2,1.8,.667,0.6,3.6,4.2,1.4,0.9,1.2,1.4,4.6,12.3
103,Jimmy Butler\butleji01,SF-SG,29,TOT,65,65,2185,6.9,14.9,.462,1.1,3.2,.347,5.8,11.7,.494,5.1,6.0,.855,2.0,3.6,5.6,4.3,2.0,0.6,1.6,1.8,20.0
104,Jimmy Butler\butleji01,SG,29,MIN,10,10,361,7.4,15.7,.471,1.7,4.5,.378,5.7,11.2,.509,4.8,6.1,.787,1.6,3.6,5.2,4.3,2.4,1.0,1.4,1.8,21.2
105,Jimmy Butler\butleji01,SF,29,PHI,55,55,1824,6.8,14.7,.461,1.0,2.9,.338,5.8,11.8,.491,5.2,6.0,.868,2.1,3.7,5.7,4.3,2.0,0.6,1.6,1.8,19.8
106,Bruno Caboclo\cabocbr01,PF,23,MEM,34,19,800,4.3,10.1,.427,2.2,5.9,.369,2.2,4.3,.505,1.9,2.3,.840,1.9,5.2,7.1,2.3,0.6,1.5,1.7,3.6,12.7
107,José Calderón\caldejo01,PG,37,DET,49,0,632,2.6,6.8,.375,0.8,3.2,.246,1.8,3.6,.492,0.5,0.6,.818,0.6,2.8,3.4,6.6,0.9,0.2,2.0,3.6,6.4
108,Kentavious Caldwell-Pope\caldwke01,SG,25,LAL,82,23,2035,5.7,13.4,.430,2.7,7.7,.347,3.1,5.7,.542,2.4,2.8,.867,0.8,3.4,4.2,1.9,1.3,0.2,1.1,2.4,16.6
109,Isaiah Canaan\canaais01,PG,27,TOT,30,16,629,3.7,9.4,.390,1.9,5.5,.354,1.7,3.9,.441,1.1,1.4,.792,0.3,3.0,3.3,4.8,0.8,0.1,2.0,3.0,10.4
110,Isaiah Canaan\canaais01,PG,27,PHO,19,15,503,3.7,9.2,.395,1.8,5.2,.347,1.9,4.1,.456,1.1,1.4,.750,0.4,3.1,3.5,4.4,0.9,0.0,2.1,3.3,10.2
111,Isaiah Canaan\canaais01,PG,27,MIN,7,1,95,4.2,11.0,.379,2.7,7.2,.368,1.5,3.8,.400,1.5,1.5,1.000,0.0,1.9,1.9,7.2,0.8,0.4,1.5,1.5,12.5
112,Isaiah Canaan\canaais01,PG,27,MIL,4,0,31,2.3,7.0,.333,2.3,5.8,.400,0.0,1.2,.000,0.0,0.0,,1.2,3.5,4.6,3.5,0.0,1.2,2.3,2.3,7.0
113,Clint Capela\capelca01,C,24,HOU,67,67,2249,7.6,11.7,.648,0.0,0.0,,7.6,11.7,.648,2.7,4.2,.636,4.8,8.8,13.6,1.5,0.7,1.6,1.5,2.7,17.8
114,DeMarre Carroll\carrode01,PF,32,BRK,67,8,1703,4.8,12.2,.395,2.2,6.6,.342,2.6,5.6,.457,3.9,5.1,.760,1.4,5.9,7.4,1.8,0.7,0.2,1.5,2.4,15.7
115,Jevon Carter\carteje01,PG,23,MEM,39,3,577,3.5,11.5,.303,2.1,6.4,.333,1.4,5.2,.265,1.6,2.0,.813,0.9,3.2,4.1,4.3,1.6,0.7,2.1,3.4,10.7
116,Vince Carter\cartevi01,PF,42,ATL,76,9,1330,5.3,12.7,.419,3.3,8.6,.389,2.0,4.1,.480,1.3,1.8,.712,0.8,4.4,5.3,2.4,1.2,0.7,1.3,3.8,15.2
117,Wendell Carter Jr.\cartewe01,C,19,CHI,44,44,1110,5.8,12.0,.485,0.2,1.0,.188,5.6,11.0,.513,2.9,3.6,.795,2.8,7.1,10.0,2.5,0.8,1.9,2.1,4.9,14.8
118,Michael Carter-Williams\cartemi01,PG,27,TOT,28,1,372,4.5,11.9,.374,1.0,3.7,.263,3.5,8.2,.424,3.1,5.1,.604,1.8,4.9,6.8,6.8,1.9,1.5,1.9,4.6,13.0
119,Michael Carter-Williams\cartemi01,PG,27,HOU,16,1,145,6.2,15.1,.410,1.7,4.7,.368,4.5,10.4,.429,3.0,6.5,.462,0.7,2.5,3.2,5.2,2.2,1.5,2.5,6.7,17.1
120,Michael Carter-Williams\cartemi01,PG,27,ORL,12,0,227,3.3,9.8,.339,0.5,3.0,.158,2.9,6.8,.419,3.2,4.3,.741,2.5,6.5,9.0,7.8,1.7,1.4,1.6,3.3,10.3
121,Alex Caruso\carusal01,PG,24,LAL,25,4,531,5.2,11.7,.445,1.6,3.4,.480,3.6,8.3,.431,3.5,4.3,.797,1.4,3.2,4.5,5.2,1.6,0.6,2.8,3.7,15.5
122,Omri Casspi\casspom01,SF,30,MEM,36,0,520,6.0,11.1,.534,1.0,3.0,.349,4.9,8.2,.602,2.7,4.0,.672,1.2,6.8,8.0,1.8,1.4,0.6,1.6,2.4,15.6
123,Willie Cauley-Stein\caulewi01,C,25,SAC,81,81,2213,6.7,12.1,.556,0.0,0.0,.500,6.7,12.0,.556,2.3,4.1,.551,2.9,8.1,11.0,3.2,1.6,0.8,1.4,3.7,15.7
